bookId,title,author,isbn
4838255,Bleach Box Set: Volumes 1-21,Tite Kubo,9781421526102
9916356,My Bad Tequila,Rico Austin,9780981978918
7086974,Operation: Mindbender,R.L. Stine,9780345337863
190507,Phantom,Susan Kay,9781933626048
21805738,Four Score,Lili St. Germain,9781310133381
767955,Roman Fever and Other Stories,Edith Wharton,9780684829906
87992,Lucky Girls,Nell Freudenberger,9780330493413
5168977,Vacations from Hell,"Libba Bray, Cassandra Clare, Claudia Gray, Maureen Johnson, Sarah Mlynowski",9780061688720
17573690,"The English Bible, King James Version: The Old Testament and The New Testament and The Apocrypha","Gerald Hammond, Austin Busch, Herbert Marks",9780393347043
3291,The Stories of Eva Luna,"Isabel Allende, Margaret Sayers Peden",9780743217187
7551838,The Last 10 Seconds,Simon Kernick,9780593062876
6899530,The Last Boy: Mickey Mantle and the End of America's Childhood,Jane Leavy,9780060883522
73934,Merlin,Stephen R. Lawhead,9780310205067
9027853,"Nyx in the House of Night: Mythology, Folklore and Religion in the PC and Kristin Cast Vampyre Series","P.C. Cast, John Edgar Browning, Kristin Cast, Jordan Dane, Trinity Faegen, Yasmine Galenorn, Bryan Lankford, Karen Mahoney",9781935618553
599588,Pavane,Keith Roberts,9780345440914
722892,At Day's Close: Night in Times Past,A. Roger Ekirch,9780393329018
605878,A 4th Course of Chicken Soup for the Soul: 101 Stories to Open the Heart and Rekindle the Soul,Jack Canfield,9781558744592
23545708,"Still..., All By My Lonely-THE ORGANIZATION part two",Black Coffee,9780989209205
85320,The Zero Game,Brad Meltzer,9780446612111
465904,Dragonsdawn,Anne McCaffrey,9780893662134
42056,The Cat Who Knew Shakespeare,Lilian Jackson Braun,9780747250388
29564135,Trailer Trash,Marie Sexton,9781626493957
8471815,You Don't Have to Say You Love Me,Sarra Manning,9780552163293
129510,Empire of Ivory,Naomi Novik,9780345496874
223838,In His Steps,Charles M. Sheldon,9781557488152
699692,The Sackett Brand,Louis L'Amour,9780553276855
775985,The Black Jacobins: Toussaint L'Ouverture and the San Domingo Revolution,C.L.R. James,9780679724674
7224154,The Last Vampire and Black Blood,Christopher Pike,9781444900507
28913,Never Go Back,Robert Goddard,9780552152112
2435800,Julie the Karate Kid,Francine Pascal,9780553481037
378519,The Cupid Chronicles,Coleen Murtagh Paratore,9781416908678
47533,"The Dalemark Quartet, Vol. 2: The Spellcoats & The Crown of Dalemark",Diana Wynne Jones,9780060763718
564858,The Return of the Great Brain,"John D. Fitzgerald, Mercer Mayer",9780440459415
23688121,Cage of Destiny,Jennifer Anne Davis,9780998151687
688986,The Old Priory,Norah Lofts,9780380623808
7624594,The Tiger: A True Story of Vengeance and Survival,John Vaillant,9780307268938
20613439,Personal Assets,Kelsey Browning,9781426896002
94654,Masochism: Coldness and Cruelty & Venus in Furs,"Gilles Deleuze, Leopold von Sacher-Masoch, Jean McNeil",9780942299557
43562980,The Girl in the Haystack,Bryon MacWilliams,9781947175099
19081402,Consequences: Opal & Origin,Jennifer L. Armentrout,9781622664498
6933876,Changeless,Gail Carriger,9780316074148
8466327,Eleven,Mark Watson,9781847379689
9917945,Perfect,Ellen Hopkins,9781416983248
1715323,The Outer Reaches of Life,John R. Postgate,9780521558730
10498695,Somber Island,"T. Lynne Tolles, Erin Potter",9781456351816
291252,Strands of Starlight,Gael Baudino,9780451453167
16093551,The Blood of Gods,Conn Iggulden,9780007271177
721867,Wise Children,Angela Carter,9780140175301
12157403,The Temptation,Alisa Valdes,9780062024206
13605723,Sentinel,Jennifer L. Armentrout,9781937053574
9018370,"The Walking Dead, Vol. 13: Too Far Gone","Robert Kirkman, Charlie Adlard, Cliff Rathburn",9781607063292
102955,"Preacher, Volume 8: All Hell's a-Coming","Garth Ennis, Steve Dillon, John McCrea",9781563896170
13455112,Origin,Jessica Khoury,9781595145956
97153,Nancy and Plum,Betty MacDonald,9780704102927
21853667,Saving Grace,Jane Green,9781250047335
22525612,Always by Your Side: True stories from the life of a psychic medium,Gaynor Carrillo,9781493560578
30280,Out of this World,"J.D. Robb, Laurell K. Hamilton, Susan Krinard, Maggie Shayne",9780515131093
25078,Savage Inequalities: Children in America's Schools,Jonathan Kozol,9780060974992
16071745,"Someday, Someday, Maybe",Lauren Graham,9780345532749
17823022,The Falling of Love,Marisa Oldham,9781300585831
782095,The Midnight Ride of Paul Revere,"Henry Wadsworth Longfellow, Christopher H. Bing",9781929766130
61182,The Hacker Crackdown: Law and Disorder on the Electronic Frontier,Bruce Sterling,9780553563702
8724779,Marked / Betrayed / Chosen / Untamed / Hunted,"P.C. Cast, Kristin Cast",9780312530648
187650,Primal Fear,William Diehl,9780345914521
231599,Mass Effect: Revelation,Drew Karpyshyn,9780345498168
20347484,Blindness,Ginger Scott,9781310247644
10455446,The Device,Patrick Skelton,9781453859131
75416,The Reckoning,David Halberstam,9780380721474
24888,The Boy Who Couldn't Die,William Sleator,9780810987906
89585,The Companions,Sheri S. Tepper,9780575076280
1144907,God's Demon,Wayne Barlowe,9780765309853
31931941,Eliza and Her Monsters,Francesca Zappia,9780062290137
13548222,The God Hater: Discovering Life After Death,"Rebecca Dinsmore, Allison Althauser",9780985062804
11291472,In From the Cold,Mercy Celeste,9781600886584
17306736,Cats at Sea,"Lisa Martin, Valerie Martin, Kelly Murphy",9781616202460
3684856,Fool,Christopher Moore,9780060590314
6334,Never Let Me Go,Kazuo Ishiguro,9781400078776
505352,Ravenheart,David Gemmell,9780345432285
25644601,Grey,E.L. James,9781101946343
5226180,Shambling Towards Hiroshima,James K. Morrow,9781892391841
49251,Citizen Soldiers: The US Army from the Normandy Beaches to the Bulge to the Surrender of Germany,Stephen E. Ambrose,9780684848013
23194,"My Story as told by Water: Confessions, Druidic Rants, Reflections, Bird-watchings, Fish-stalkings, Visions, Songs and Prayers Refracting Light, from Living Rivers, in the Age of the Industrial Dark",David James Duncan,9781578050499
9583247,The Death Catchers,Jennifer Anne Kogler,9780802721846
105040,The Radiant Way,Margaret Drabble,9780140101683
904812,The Giant Jam Sandwich,"John Vernon Lord, Janet Burroway",9780395442371
11055784,The Traitor,Kimberley Chambers,9781848092532
6403092,Arafel's Saga,C.J. Cherryh,9781111493820
10316626,The Magic of Finkleton,K.C. Hilton,9781456570293
6553733,The Mapping of Love and Death,Jacqueline Winspear,9780061727665
220970,Tripwire,"Lee Child, Milos Đurđevic",9780515128635
15717850,The Demonologist,Andrew Pyper,9781451697414
80678,Horseradish,Lemony Snicket,9780061240065
14999965,Linked,Imogen Howson,9781442446564
862350,No Humans Involved,Kelley Armstrong,9780553588378
17702297,"Senran Kagura: Skirting Shadows, Vol. 1","Kenichirou Takaki, Amami Takatsume",9781626920262
69392,Milkweed,Jerry Spinelli,9780440420057
852401,The Little Sister,Raymond Chandler,9780394757674
317024,Collected Poems,Patrick Kavanagh,9780393006940
29519517,Twisted Palace,Erin Watt,9781682305065
11861715,Icons,Margaret Stohl,9780316205184
219813,The Bone Key: The Necromantic Mysteries of Kyle Murchison Booth,Sarah Monette,9780809557776
11231500,Midas Touch: Why Some Entrepreneurs Get Rich-And Why Most Don't,"Donald J. Trump, Robert T. Kiyosaki, Mark Burnett",9781612680958
12195724,The Ice Age,Kirsten Reed,9781447200413
23374189,Hard Love,Meredith Wild,9781455566419
43078409,What You Did,Claire McGowan,9781542007269
70105,The Counterfeiters,Andre Gide,9780394718422
8802454,Immortal,Valjeanne Jeffers,9781441480897
23931,Nova Express,William S. Burroughs,9780802133304
11547894,Shadow's Fall,Dianne Sylvan,9781937007386
673941,Hour of the Rose,Christina Skye,9780380773855
288956,Up in Honey's Room,Elmore Leonard,9780060724245
633850,Reading Between the Lines,Gene Edward Veith Jr.,9780891075820
17193158,The Man in Seat 11B,Andrew James Pritchard,9781300540830
442819,Goddess of the Night,Lynne Ewing,9780786806539
17840545,The Wolf's Pursuit,Rachel Van Dyken,9781483945347
425137,Flags in the Dust,"William Faulkner, Douglas Day",9780394712390
10825286,Harming Others,Casey Finch,9780820332680
25852784,Evicted: Poverty and Profit in the American City,Matthew Desmond,9780553447439
76808,"Telling the Truth: The Gospel as Tragedy, Comedy, and Fairy Tale",Frederick Buechner,9780060611569
9754897,The Final Note,Kevin Alan Milne,9781599952956
17671913,"Batman, Volume 3: Death of the Family","Scott Snyder, Greg Capullo, Jonathan Glapion",9781401242343
18111770,The Maze Runner Files,James Dashner,9780385385411
6214335,Tales from the Bazaars of Arabia: Folk Stories from the Middle East,Amina Shah,9781845117016
2342881,The Secret Diaries of Charlotte Brontë,Syrie James,9780061648373
7832957,The Charlatan's Boy,Jonathan Rogers,9780307458223
50902,Foreskin's Lament,Shalom Auslander,9781594489556
145647,The Cross Centered Life: Keeping the Gospel the Main Thing,"C.J. Mahaney, Kevin Meath",9781590520451
10574,The Colorado Kid,Stephen King,9780843955842
7284118,The Advanced Genius Theory: Are They Out of Their Minds or Ahead of Their Time?,"Jason Hartley, Chuck Klosterman",9781439102367
5599045,Breathless,Lurlene McDaniel,9780385734592
18878,"The Belgariad, Vol. 1: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit",David Eddings,9780345456328
21704,The Black Dahlia,James Ellroy,9780446698870
641936,The Recognition of Śakuntalā,"Kalidasa, W.J. Johnson",9780192839114
2223097,"Farewell, I'm Bound to Leave You",Fred Chappell,9780312146009
99111,The World of Winnie-the-Pooh,"A.A. Milne, Ernest H. Shepard",9780525444473
293583,Ophelia,Lisa M. Klein,9781582348018
659622,Garden of Shadows,V.C. Andrews,9780671729424
397503,I Served the King of England,"Bohumil Hrabal, Paul Wilson",9780811216876
1043521,The Shepherd of the Hills,Harold Bell Wright,9780882898841
49980277,Bertie's Book of Spooky Wonders,Ocelot Emerson,9781948671897
6408862,Stolen: A Letter to My Captor,Lucy Christopher,9781906427139
13223349,"Batman, Volume 1: The Court of Owls","Scott Snyder, Greg Capullo, Jonathan Glapion",9781401235413
2587444,When God Walked the Earth,Rick Joyner,9781599331058
7137775,Rules of Attraction,Simone Elkeles,9780802720856
296587,Scroll of Saqqara,Pauline Gedge,9780140143485
6788489,Tender: Volume I: A Cook and His Vegetable Patch,Nigel Slater,9780007248490
49855409,David Hitler And The Dark Side,Divyansh Mishra DM,9781790286881
8766710,Ape House,Sara Gruen,9780385530255
662143,C.S. Lewis: A Biography,A.N. Wilson,9780393028133
19214578,Innocents,"Mary Elizabeth, Sarah Elizabeth",9781310480065
1611810,The Blue Umbrella,Ruskin Bond,9788171673407
1865735,The Sisters Club,Megan McDonald,9781584857822
1542713,Shining Hero,Sara Banerji,9780007135684
11737313,Three Times Lucky,Sheila Turnage,9780803736702
169992,All Through the Night,Connie Brockway,9780440223726
1090318,Childbirth Without Fear,Grantly Dick-Read,9780061092480
18191952,Hold My Hand,Durjoy Datta,9780143420903
1425260,The Burning Roses,Cynthia Harrod-Eagles,9780751533460
16131120,"Subverting Syria: How CIA Contra Gangs and NGOs Manufacture, Mislabel and Market Mass Murder","Tony Cartalucci, Nile Bowie",9781615775576
6691426,Angelology,Danielle Trussoni,9780670021475
17566814,Midnight Thief,Livia Blackburne,9781423176381
6271032,Angel Cake,Cathy Cassidy,9780141384788
13759,Conrad's Fate,Diana Wynne Jones,9780060747459
110387,The Secret Diaries of Miss Miranda Cheever,Julia Quinn,9780061230837
17936925,Breakable,Tammara Webber,9780425266861
3340980,Fancy Nancy: Sees Stars,"Jane O'Connor, Robin Preiss Glasser, Ted Enik",9780061236112
172791,House of Shadows,Morgan Hawke,9781554101559
781301,Last Sword of Power,David Gemmell,9780345379016
20759641,Endless Knight,Kresley Cole,9781442436688
440417,Genie: A Scientific Tragedy,Russ Rymer,9780060924652
78978,Hell,Jeffrey Archer,9780330418591
862965,Jesse James,"Morris, Rene Goscinny",9781905460144
139855,Knowing God,J.I. Packer,9780830816507
1019924,"Fake, Volume 1","Sanami Matoh, Nan Rymer",9781591823261
47954,The Invisible Ring,Anne Bishop,9780451458025
35265200,We Were Eight Years in Power: An American Tragedy,Ta-Nehisi Coates,9780399590566
17671114,Locked,Maya Cross,1230000117366
18935386,Toxic,Rachel Van Dyken,9780991127351
7767448,Pursuit,Thomas Perry,9781588361455
1199688,Babel-17,Samuel R. Delany,9780839823285
16372,The Mirror Crack'd from Side to Side,Agatha Christie,9780007120987
30652105,One Trick Pony,Nathan Hale,9781419721281
30288282,The Immortalists,Chloe Benjamin,9780735213180
6033480,The Ghost Wore Yellow Socks,"Josh Lanyon, Myriam Abbas",9781596328105
161229,A Devil in Paradise,Henry Miller,9780811212441
6600231,Plain Paradise,Beth Wiseman,9781595548238
174682,Burying the Shadow,Storm Constantine,9781892065452
2074730,The Adventure of the Solitary Cyclist (Sherlock Holmes),"Arthur Conan Doyle, Edward Raleigh",9780886467142
19286623,Lead,Kylie Scott,9781250052384
13514519,Marathon Baba,Girish Kohli,9788172343910
17876,"Notes from Underground, White Nights, The Dream of a Ridiculous Man, and Selections from The House of the Dead","Fyodor Dostoyevsky, Andrew R. MacAndrew, Ben Marcus",9780451529558
853510,Murder on the Orient Express,Agatha Christie,9780007119318
132053,"Lyrics, 1962-1985",Bob Dylan,9780394542782
516074,Biggles Learns To Fly,W.E. Johns,9780099938200
43982054,The Water Dancer,Ta-Nehisi Coates,9780399590597
459822,Fluke,James Herbert,9780330376174
1098486,The Center Cannot Hold: My Journey Through Madness,Elyn R. Saks,9781401301385
16165295,Cybersp@ce,Jeff W. Horton,9781938961571
2632830,The Pixar Touch: The Making of a Company,David A. Price,9780307265753
17287926,Cinderella,Jenni James,2940016316192
13616989,Broken Angel Volume One,Christina Worrell,9781476290997
32337,Pure Dynamite: The Price You Pay for Wrestling Stardom,"Tom Billington, Alison Coleman",9781553660842
3331431,Noah,Jacquelyn Frank,9780821780695
49176,Games People Play,Eric Berne,9780345032799
7720081,Resistance Against Empire,Derrick Jensen,9781604860467
16127238,Letters from Skye,Jessica Brockmole,9780345542601
161426,How I Live Now,Meg Rosoff,9780553376050
5618698,Nice Girls Don't Have Fangs,Molly Harper,9781416589426
4570679,Going Too Far,Jennifer Echols,9781416571735
6319978,Friday Night Bites,Chloe Neill,9780451227935
11022222,Dark Frost,Jennifer Estep,9780758280039
7804289,My Fair Succubi,Jill Myles,9781439188194
12590,One Writer's Beginnings,Eudora Welty,9780674639270
4621514,"What Goes On: Selected and New Poems, 1995-2009",Stephen Dunn,9780393067750
111027,Tar Beach,Faith Ringgold,9780517885444
981885,The Crab-Flower Club,"Cao Xueqin, David Hawkes",9780140443264
7704492,Ellery's Duty,Kim Dare,9781607351979
21837,The Fraternity of the Stone,David Morrell,9780747238911
80084,Cupid and Psyche,"Apuleius, Edward John Kenney",9780521278133
18811324,The Islands at the End of the World,Austin Aslan,9780385744027
6455256,Worst Case,"James Patterson, Michael Ledwidge",9780316036221
43212281,Matthias and the Shadow,Michael Blythe,9781790986651
12727215,Gangsta Granny,"David Walliams, Tony Ross",9780007371440
16122163,From Ashes,Molly McAdams,9780062267726
138551,The Robot Novels: The Caves of Steel / The Naked Sun / The Robots of Dawn,Isaac Asimov,9780345331199
102857,Born in Death,"J.D. Robb, Nora Roberts",9780425215685
604117,C. P. Cavafy: Collected Poems,"Constantinos P. Cavafy, Edmund Keeley, Philip Sherrard, George Savidis",9780691015378
88868,United States: Essays 1952-1992,Gore Vidal,9780767908061
7356329,The Madonnas of Echo Park,Brando Skyhorse,9781439170809
10677213,Van Gogh: The Life,"Steven Naifeh, Gregory White Smith",9780375507489
6065504,A Preacher's Passion,Lutishia Lovely,9780758229410
18799356,The State We're In,Adele Parks,9780755371396
40691782,Fortune Favors the Bold,Theodore Modis,9783838211978
17932303,Fighting for Infinity,Karen Amanda Hooper,9780985589950
554773,The Iron Tower,Dennis L. McKiernan,9780451458100
8341567,The Perfect Play,Jaci Burton,9780425238813
41150498,The Scent Keeper,Erica Bauermeister,9781250200136
1162543,Breaking Dawn,Stephenie Meyer,9780316067928
953773,The Revolution Betrayed,"Leon Trotsky, Max Eastman",9780486433981
25688987,Sunker's Deep,Lian Tanner,9781250052179
420733,Kill and Tell,Linda Howard,9780743475488
10439434,Hannibal: Enemy of Rome,Ben Kane,9781848092273
351559,Murder Must Advertise,Dorothy L. Sayers,9780061043550
13088498,Nerve,Jeanne Ryan,9780803738324
4932435,Finnikin of the Rock,Melina Marchetta,9780670072811
4499214,Sapphique,Catherine Fisher,9780340893616
18594594,Cop Town,Karin Slaughter,9780345547491
11557134,Then Again,Diane Keaton,9781400068784
3156245,The Mighty Book of Boosh,"Noel Fielding, Julian Barratt, Rich Fulcher, Dave Brown, Richard Ayoade, Michael Fielding, Oliver Ralfe, Dee Plume",9781847673220
22864861,Finding Paris,Joy Preble,9780062321305
35071418,The Sheriff's Catch,James Vella-Bardon,9781912618569
12617758,The Expats,Chris Pavone,9780307956354
38255337,One Day in December,Josie Silver,9780525574682
6559778,The White Woman on the Green Bicycle,Monique Roffey,9780670073504
1279326,Elizabeth Meets Her Hero,"Francine Pascal, Molly Mia Stewart, Ying-Hwa Hu",9780553159240
1241415,A Stone for Danny Fisher,Harold Robbins,9781416542841
11280254,Cinder and Ella,Melissa Lemon,9781599559063
1247597,Kent Family Chronicles: 3 Volumes in 1,John Jakes,9780517618226
544424,Leaving Paradise,Simone Elkeles,9780738710181
27238719,Lifeboats: A Tale of the Young Wizards,Diane Duane,9781517733506
279456,Plutarch's Lives: Volume II,"Plutarch, John Dryden, Arthur Hugh Clough, James Atlas",9780375756771
142573,Dream of the Walled City,Lisa Huang Fleischman,9780671042295
5659537,Naamah's Kiss,Jacqueline Carey,9780446198035
13061,Stormy Weather,Carl Hiaasen,9780446677165
383350,Vertical Run,Joseph R. Garber,9780553573923
1739647,Tottie: The Story of a Dolls' House,"Rumer Godden, Joanna Jamieson",9780140316759
152662,What's Eating Gilbert Grape,Peter Hedges,9780671038540
57485,Wizard of the Crow,Ngugi wa Thiong'o,9780375422485
7874158,Vampire Trinity,Joey W. Hill,9780425236703
841868,Shattering Glass,Gail Giles,9780689858000
333314,Murphy,Samuel Beckett,9780802150370
724516,Beneath the Skin,Nicci French,9780446609784
44488,Colters' Woman,Maya Banks,9781599983509
143877,Freedom from the Known,Jiddu Krishnamurti,9780060648084
446513,Conceit,Mary Novik,9780385662055
25489185,Summit Lake,Charlie Donlea,9781496700988
390374,Mirror Image,Danielle Steel,9780440244004
409014,The Final Forest: The Battle for the Last Great Trees of the Pacific Northwest,William Dietrich,9780140177503
498664,Marriage to a Difficult Man: The Uncommon Union of Jonathan & Sarah Edwards,Elisabeth D. Dodds,9780974236506
36158,In Conquest Born,C.S. Friedman,9780756400439
9396154,The Dead and Buried,Kim Harrington,9780545333023
865850,Epossumondas,"Coleen Salley, Janet Stevens",9780152167486
7982114,"Tsubasa: RESERVoir CHRoNiCLE, Vol. 28","CLAMP, William Flanagan",9780345521644
7551525,Holy Spirit Made Me Do It: A Christian's Guide to Spiritual Etiquette,Laurie Webb,9781616380069
17905432,Flower In the Dark,Elizabeth Paradise,9781489561602
6590600,Bone Magic,Yasmine Galenorn,9780425231982
491578,The White Giraffe,Lauren St. John,9780803732117
424125,The Crisis of the Modern World,"Rene Guenon, Marco Pallis, Richard C. Nicholson",9780900588242
17910048,The Goblin Emperor,Katherine Addison,9780765326997
89717,The Haunting of Hill House,"Shirley Jackson, Laura Miller",9780143039983
16112809,When in Paris...,Beverley Kendall,9780983800651
18406862,Sinner,Maggie Stiefvater,9780545654579
859358,Detectives in Togas,"Henry Winterfeld, Richard Winston, Clara Winston, Charlotte Kleinert",9780152162801
843099,Enoch's Ghost,Bryan Davis,9780899578712
7035,Morality for Beautiful Girls,Alexander McCall Smith,9781400031368
27246122,Red Queen,Christina Henry,9780425266809
240835,Kingdom of Shadows,Barbara Erskine,9780007173624
152407,Lady Boss,Jackie Collins,9780671023478
9013,The Long Walk: The True Story of a Trek to Freedom,Slavomir Rawicz,9781592289448
8709525,Iron Crowned,Richelle Mead,9780553826104
489830,Skin,Adrienne Maria Vrettos,9781416906551
97800,Hearing God: Developing a Conversational Relationship with God,Dallas Willard,9780830822263
817357,Yendi,Steven Brust,9780441944606
1821730,His Immortal Embrace,"Hannah Howell, Lynsay Sands, Sara Blayne, Kate Huntington",9780821775691
29158448,Into the Fire,Jeaniene Frost,9780062076403
18304,The Anti-Christ,"Friedrich Nietzsche, H.L. Mencken",9781421270531
18163019,"Ariel's Demise (A Bittersweet Fairytale, #1)",Khalia N. Hades,9781490923215
593144,Apocalypse Burning: The Earth's Last Days: The Battle Lines Are Drawn,Mel Odom,9781414300337
252838,Lord Valentine's Castle,Robert Silverberg,9780061054877
234501,Startide Rising,David Brin,9780553274189
491199,Lexicon Devil: The Fast Times and Short Life of Darby Crash and The Germs,"Brendan Mullen, Don Bolles, Adam Parfrey",9780922915705
5038,The Pillars of Creation,Terry Goodkind,9780765340740
3665811,The Captive Part II / The Power,L.J. Smith,9780061671357
4187533,The Infinity Concerto,Greg Bear,9780425095362
666758,The Knowledge of the Holy,A.W. Tozer,9780060684129
24105713,The Reluctant Duchess,Roseanna M. White,9780764213519
366835,Coasting: A Private Voyage,Jonathan Raban,9780375725937
16002011,Nothing Can Possibly Go Wrong,"Prudence Shen, Faith Erin Hicks",9781596436596
3656,The Sea,John Banville,9781400097029
192043,Flight 714 to Sydney,"Herge, Leslie Lonsdale-Cooper, Michael Turner",9781405206334
31322049,Reveries of the Dreamking,Paul Christensen,9781535197014
22022518,Checkered Crime,Tonya Kappes,9781497474581
10149142,The Family Fang,Kevin Wilson,9780061579035
32443,The Eyes of Darkness,"Dean Koontz, Leigh Nichols",9780425153970
52374,Against Interpretation and Other Essays,Susan Sontag,9780312280864
7131445,"Hellboy, Vol. 9: The Wild Hunt","Mike Mignola, Duncan Fegredo",9781595824318
90574,Dead City,Joe McKinney,9780786017812
5269697,Sunrise,Erin Hunter,9780060892173
10959277,The Future of Us,"Jay Asher, Carolyn Mackler",9781595144911
14533359,Ariana's Revenge,Nadine Frye,9781450214483
3173125,Beat the Reaper,Josh Bazell,9780316032223
54258,The Radetzky March,"Joseph Roth, Michael Hofmann",9781862076051
13812,Magician: Apprentice,Raymond E. Feist,9780553564945
6597651,The Windup Girl,Paolo Bacigalupi,9781597801577
10138607,Habibi,Craig Thompson,9780375424144
2084211,The Island of the World,Michael D. O'Brien,9781586172169
117645,The Sign of the Twisted Candles,"Carolyn Keene, Walter Karig",9780448095097
6623279,Message from an Unknown Chinese Mother: Stories of Loss and Love,"Xinran, Nicky Harman",9780701184025
263021,Dreamsnake,Vonda N. McIntyre,9780553296594
37774,Arrow of God,Chinua Achebe,9780385014809
156441,Disney Presents Carl Barks Greatest Ducktales Stories Volume 2,"Carl Barks, John Clark",9781888472387
43848929,Talking to Strangers: What We Should Know About the People We Don’t Know,Malcolm Gladwell,9780316478526
566679,"First Love, Wild Love",Madeline Baker,9780843940336
218637,The Hungry Moon,Ramsey Campbell,9780812516623
33208115,Love Her Wild,Atticus Poetry,9781501171239
2894731,The Hood Life,"Meesha Mink, De'nesha Diamond",9781416577096
116256,Patternmaster,Octavia E. Butler,9780446362818
51077,The Last Song of Dusk,Siddharth Dhanvant Shanghvi,9780345485007
399758,The Only Astrology Book You'll Ever Need,Joanna Martine Woolfolk,9781568332314
20995,The Art of Seduction,Robert Greene,9781861977694
443765,Conan of Cimmeria,"Robert E. Howard, L. Sprague de Camp, Lin Carter, Frank Frazetta",9780441114535
10269605,"Mickey Mouse, Vol. 1: Race to Death Valley","Floyd Gottfredson, Al Taliaferro, Ub Iwerks, Giorgio Scudellari, Frank Behmak, Alberto Becattini, David Gerstein, Gary Groth",9781606994412
7788648,Please forgive me,Melissa Hill,9780340952955
38469,Going to Meet the Man,James Baldwin,9780679761792
24128,The Merchant of Venice,"William Shakespeare, Robert Jackson, Barbara A. Mowat, Paul Werstine",9780743477567
303472,Among the Impostors,Margaret Peterson Haddix,9780689839085
1591,Lysistrata,"Aristophanes, Sarah Ruden",9780872206038
1857192,Forever My Love,Rebecca Brandewyne,9780727844071
6324903,The 5 Greatest Warriors,Matthew Reilly,9781416577577
6064646,The Splendor Falls,Rosemary Clement-Moore,9780385736909
199795,The Carousel,Richard Paul Evans,9780743428705
15791131,The One Good Thing,Kevin Alan Milne,9781455510085
92367,Whiteout,Ken Follett,9780451215710
296866,The Hunting of the Snark,Lewis Carroll,9781402186233
8088,Sunshine,Robin McKinley,9780515138818
604799,Notes from a Bottle Found on the Beach at Carmel,Evan S. Connell,9780880014076
10866880,The Dark at the End,F. Paul Wilson,9780765322838
140087,Poppy Done to Death,Charlaine Harris,9780373265046
26119570,Mack,Mimi Jean Pamfiloff,9780996250474
100142,The Art of Love,"Ovid, David Malouf, James Michie",9780375761171
26030734,The Wild Robot,Peter Brown,9780316381994
1348222,American Speed: From Dirt Tracks To Nascar,LIFE Magazine,9781931933193
12835,Being-in-Dreaming: An Initiation into the Sorcerers' World,Florinda Donner,9780062501929
11915,Broken,Kelley Armstrong,9780553588187
41958,Nights of Rain and Stars,Maeve Binchy,9780752865362
7815775,My Fake Boyfriend is Better Than Yours,Kristina Springer,9780374399108
23864830,Matefinder,Leia Stone,9780982068724
15712314,Haee: The Cat with a Crooked Tail,R.S. Vern,9781938112416
2191362,"Life in the Balance: A Physician's Memoir of Life, Love, and Loss with Parkinson's Disease and Dementia","Thomas Graboys, Peter Zheutlin",9781402753411
52761268,Dear Emmie Blue,Lia Louis,9781982135911
30841984,Kings of the Wyld,Nicholas Eames,9780316362474
9799572,Rock Chick Redemption,Kristen Ashley,9781453720691
13077220,"Speculative Journeys: SciFi, fantasy and other strange tales",T.M. Crone,9781463654962
18104734,The Lie,Helen Dunmore,9780091953928
9860272,Resurrection,Treasure Hernandez,9781601624420
58,Changeling,Delia Sherman,9780670059676
133240,For the Roses,Julie Garwood,9780671870980
54209,Ever Since Darwin: Reflections in Natural History,Stephen Jay Gould,9780393308181
15984379,Captain America: The Death of Captain America,"Ed Brubaker, Mike Perkins, Steve Epting, Jackson Butch Guice, Roberto de la Torre, Lee Weeks",9780785183792
18134894,Tears of Tess,Pepper Winters,9781492103745
9429803,Why Can't Elephants Jump?: And 113 Other Tantalising Science Questions,"New Scientist, Mick O'Hare",9781846683985
18662420,Memory Betrayal,Deborah Ann,9780991019014
537107,Camber of Culdi,Katherine Kurtz,9780345347671
7757584,Dragon's Time,"Anne McCaffrey, Todd McCaffrey",9781423346999
767719,Best Ghost Stories of Algernon Blackwood,"Algernon Blackwood, E.F. Bleiler",9780486229775
4723885,Same Difference,Siobhan Vivian,9780545004077
74130,Who's Afraid of the Big Bad Book?,Lauren Child,9780786809264
12712914,After the Last Virus,Richard T. Stevens,9781466202672
872333,Blue Bloods,Melissa de la Cruz,9780786838929
17563192,The Mourning After,Adriane Leigh,9780990386117
13549588,What’s that Super Model Doing in my Workplace?,Halinka Panzera,9781470049614
154869,Fat City,Leonard Gardner,9780520206571
54594,"The Complete Peanuts, Vol. 2: 1953-1954","Charles M. Schulz, Walter Cronkite",9781560976141
3121162,Testimony,Anita Shreve,9780316059862
987302,Thunder Voice,Sigmund Brouwer,9780764223686
1557369,The Macaroni Mess,"Francine Pascal, Molly Mia Stewart",9780553483390
12091089,Never Coming Home,Evonne Wareham,9781906931704
633514,Lanterns Across the Snow,Susan Hill,9780517570067
18839746,Multilingual Digital Marketing: How To Achieve Your Digital Marketing Objectives And Increase Sales,Maria Johnsen,9781493632800
10365210,The Technician,Neal Asher,9780330457620
6371243,The Everafter,Amy Huntley,9780061776793
36373463,Us Against You,"Fredrik Backman, Neil Smith",9781501160790
62802,The Temple of Dawn,"Yukio Mishima, E. Dale Saunders, Cecilia Segawa Seigle",9780099282792
563659,The Vampire's Seduction,Raven Hart,9780345479754
