bookId,total_copies,available_copies
35297265,8,4
773971,7,4
28052061,5,2
18965316,5,5
9418,8,6
345500,3,0
6821513,7,6
3241366,5,1
7739968,1,1
274618,9,2
7958702,3,2
24304,8,7
7553931,8,4
77239,2,1
17981514,9,7
615972,2,1
440753,3,2
14537978,9,3
11494,3,3
1799453,7,2
220748,7,1
509,6,1
4406,8,3
23411536,1,1
13157024,3,3
51113,8,7
7672,4,2
34513573,8,6
29431798,2,0
13125739,5,4
1146093,6,0
13330761,3,3
158141,2,1
20603407,2,1
95914,2,1
150739,8,8
2521936,6,6
1428175,2,0
43186831,9,2
7936932,7,2
1933181,9,9
140405,3,0
18460392,7,0
5132915,9,0
17287021,7,5
427067,1,0
21326,3,2
96629,6,2
6987558,3,2
13036575,3,0
749415,3,3
114206,3,1
8701129,1,1
16085482,7,5
8424017,5,4
2651779,5,2
17313873,8,4
198505,5,0
274056,3,2
25412978,2,2
61958,3,0
20946280,4,4
20926278,1,0
484122,5,2
17829764,1,1
11418574,8,2
353761,8,4
11186443,8,6
22232035,9,2
84487,1,1
228204,8,1
17846011,4,1
14358,4,1
557743,8,3
323170,8,3
29749098,7,0
22249707,8,6
2414750,2,1
901931,1,0
667196,4,1
244169,9,5
3006702,5,1
10817086,9,5
336717,4,4
31945240,1,1
5820384,3,2
303455,3,0
10194494,1,1
1013883,6,6
17707634,1,0
706254,3,1
298468,1,0
438024,5,4
4318,6,3
201817,2,0
78379,1,1
6611038,2,2
341865,7,7
13514612,3,2
2490879,3,3
32446,5,4
965343,9,8
16042447,3,1
30510,8,7
22509955,6,1
343061,1,1
8964,2,1
22056739,5,1
23261448,6,0
259912,6,4
1012317,7,7
1002498,2,1
78983,7,3
12387493,9,9
153789,2,2
13435623,5,4
34793,8,3
608412,3,3
33516772,2,1
6671690,5,3
8755776,6,0
44170,9,9
3197724,7,7
3468711,9,9
30245,4,3
13890,4,4
1157452,1,1
1027342,2,1
79006,9,0
8462396,2,0
30929,8,4
9440448,5,2
778304,7,5
8492907,6,5
17007,5,0
43587341,9,7
7840831,6,5
707633,3,1
23968,8,6
12691,9,2
336895,8,0
27300577,8,1
331319,3,0
92365,4,3
284440,5,4
744754,4,1
15698416,1,0
149302,2,2
3078805,1,0
761737,8,6
2391128,2,1
1206359,4,1
18113449,7,7
12337271,7,2
182465,1,1
352588,6,2
24244,6,3
25734248,9,3
13623150,4,0
211264,1,1
261521,4,4
213052,5,2
1138654,5,5
2049,2,0
9315614,5,5
17182499,5,2
9860784,9,6
1864050,9,7
23287159,6,0
6431790,1,0
28110852,2,1
18114540,6,3
14402206,6,2
7202831,7,3
342445,1,1
36301023,3,1
1488510,4,2
31125554,6,6
77618,6,5
12439063,8,5
34284,8,8
11091004,1,0
379013,3,3
868211,8,0
6609581,3,2
24522888,8,0
2001530,9,7
246546,6,2
12394565,8,5
27161826,7,3
5797,1,0
5819399,9,5
3084415,5,1
22594999,6,5
9592500,9,6
1996122,9,5
526869,1,1
6277793,4,1
15819606,6,3
31259,6,4
9264113,2,0
2069500,3,2
7890,5,0
106025,1,1
20980680,6,5
10430194,7,0
6450060,9,5
2178,3,0
721023,7,3
6774007,3,0
23203106,2,1
598495,5,4
35132746,6,3
1496,1,1
2113410,5,1
148811,7,1
142492,2,0
34527,8,8
14578857,4,0
469846,6,2
55020,8,6
83506,5,4
9471065,4,1
6394175,9,8
3532485,5,3
153193,3,0
6402364,2,0
9271388,6,3
35449431,1,1
16202167,4,1
9238506,2,1
353549,8,8
17334191,9,2
10330982,1,0
27241996,8,4
3090716,9,9
114549,3,1
604562,4,2
27261377,6,0
288958,8,3
600404,9,7
400148,5,0
1475250,6,3
16164271,3,1
3092778,2,0
887573,9,6
20075,3,1
356768,4,4
7265016,1,0
1044575,8,8
21469077,7,5
349283,9,8
2137,2,0
84073,1,0
59748,5,3
1676414,1,1
128585,2,2
12059093,6,4
11168297,8,3
206193,1,1
15473,2,2
39542,9,1
763589,5,3
283490,1,1
649396,5,1
3399370,4,1
11888804,6,4
20883450,4,3
2578867,4,3
42141,5,2
22315043,5,5
20734027,9,6
1294946,6,0
16137612,8,6
18079542,2,1
1100783,5,3
39716156,3,2
1257209,3,2
43528118,5,4
23995336,2,1
143555,1,1
9755769,9,3
1002873,9,5
147915,2,1
27268403,4,0
46207914,9,0
703055,6,2
6239025,9,7
6255144,6,3
574127,5,5
47510,3,1
77554,5,2
797298,4,0
529075,3,2
59829,2,0
16424,5,1
519546,6,2
5758016,9,8
1813077,8,8
148800,1,0
989862,3,0
2436099,1,1
586992,8,5
8949933,1,1
7010683,2,0
23269110,7,3
12957,1,1
599499,2,1
23434061,7,4
469193,7,5
793399,3,3
8949352,8,2
67930,6,0
3569961,5,4
19162293,6,0
8134469,4,1
208631,9,4
45032,2,0
66508,8,0
141036,3,2
38718152,2,0
48654,8,5
121173,2,0
25893817,8,7
105549,5,5
143727,8,4
15793036,8,3
41193,4,0
433567,4,3
688191,3,3
15770498,5,0
56341,6,4
66468,7,1
1058726,3,3
8501390,6,6
130312,6,5
3121124,8,1
8882815,8,1
28687,1,1
764782,2,2
913407,8,5
27208,2,2
6503656,6,3
41839602,8,6
71679,8,1
15882979,3,1
6962314,5,5
6573838,6,2
276796,3,0
17574849,9,4
138381,2,1
55650212,7,5
13456247,2,0
51070,6,0
61975,9,0
16101515,2,1
13599596,5,2
6192,9,8
3301759,8,4
13566041,7,0
43822081,7,2
218716,4,1
13580268,4,3
25943106,9,0
155329,3,3
11684657,8,0
713055,7,6
45110,2,1
15946128,6,4
77163,4,2
3085912,7,3
8643220,7,5
15849318,6,3
3955551,9,5
655570,4,4
14498145,3,0
16180,2,2
2748996,8,3
1104565,2,2
51670,8,6
80410,6,1
295650,9,8
94299,2,0
2896661,8,6
3112733,3,2
18828,5,3
19561922,7,2
420738,2,0
9750872,2,1
96861,7,5
194373,6,2
23267257,8,8
12906665,1,0
2170903,2,1
22193,4,0
2184267,3,1
944661,1,0
6456879,3,2
2747288,3,0
170619,8,4
8697204,9,2
1824202,5,2
312044,7,4
25944381,8,6
862018,4,3
1517854,4,1
310722,6,5
91661,5,4
32504,5,0
12280500,7,0
156812,6,5
529701,2,0
25104,1,1
13594352,9,5
16409,7,3
13064,3,0
6928893,5,2
7842404,1,1
61557,6,3
6909544,9,2
40090,1,1
13707734,1,0
20949,9,4
17167042,6,0
7633211,2,2
835623,5,4
760941,1,1
6293900,4,0
1005587,7,7
6440,7,0
79547,6,4
18401575,7,7
277207,7,3
4005310,7,1
10766509,7,7
370493,9,0
43401,4,4
100359,3,0
3048530,8,6
35706106,3,3
8662836,4,4
6723348,9,8
2090125,7,1
855084,6,1
256506,7,0
42603,3,1
10644631,5,5
6648595,3,2
84777,3,3
765810,1,0
21066604,2,2
13537184,1,0
11736574,3,0
22043862,8,5
1072949,7,0
2865,3,0
32255,2,1
6326486,3,2
1931595,7,5
969310,8,4
31202255,7,6
15771855,3,3
758400,8,2
2869119,9,5
10322436,7,7
10226245,9,3
17449247,8,1
637160,7,2
129877,6,6
876361,4,2
249,3,1
37474,7,6
630238,1,0
1191217,8,2
15783617,4,3
150749,9,6
101191,5,4
109245,7,7
5137,9,6
8543252,6,1
92160,1,0
25,1,1
875644,8,7
6687176,6,6
4172207,2,2
18809484,8,4
79909,2,1
27066722,3,2
261240,9,5
7790460,5,0
572385,8,8
757438,9,0
93947,2,2
13020,9,9
744786,2,2
11815016,4,4
15818041,8,7
35717446,2,0
7230583,9,7
1344150,5,1
92301,1,0
299514,6,0
144925,9,5
381989,1,1
25876993,8,1
10042006,8,6
11289676,9,0
462691,8,4
296182,6,1
62555,7,6
6421473,6,6
980010,5,0
970908,5,2
13637128,3,2
186444,1,1
7133770,5,0
17728782,5,3
12332141,1,1
2511677,8,0
22602343,3,2
26482,1,1
945276,5,0
513267,1,1
18300212,5,1
23228,8,6
25813942,2,1
6666394,3,2
29648,9,5
665,2,2
381102,5,5
64582,5,4
16536,3,1
1743208,5,4
8288246,5,3
24997064,5,5
10095135,1,1
6581511,2,2
46755,3,2
18017,3,2
7456085,8,1
9798310,6,5
51114,3,0
517190,5,1
5501505,4,3
720987,8,8
2946932,3,0
12988478,9,4
501910,1,1
24281477,6,6
220754,2,1
3483,3,1
11737081,3,0
18218495,8,3
6366437,7,3
24150,7,7
561456,4,1
252999,8,6
16700253,3,2
61931,4,1
7150174,6,2
16135463,1,0
253,5,3
1580910,2,2
57882,1,1
1564300,3,0
9858605,8,7
63038,7,4
7467055,8,1
14295,5,2
12530,8,6
5801741,9,4
7313304,4,2
68984,7,0
176827,7,2
13511668,8,6
6047138,5,5
77602,3,0
15812344,9,3
30347,7,5
1157541,1,0
26848202,5,2
31326,8,2
10372556,7,5
1316,6,2
24804101,9,5
465812,1,1
4597577,2,0
18160656,9,8
7715664,6,1
12950,7,2
325416,5,3
846984,6,5
125958,5,1
9969571,5,0
23269575,2,0
8965,5,4
124432,7,4
664947,8,1
80521,4,2
4674126,4,2
3395880,9,1
21532236,6,6
362145,3,0
18853321,6,4
5895933,9,5
15739863,1,1
569399,1,0
25480342,2,2
2090640,1,1
18053060,7,2
14376,2,1
12034734,9,5
1295023,2,0
82443,8,5
24271,6,3
194453,4,4
42080479,5,4
28866,5,5
13237327,4,0
21027,1,1
13789008,1,0
10465086,2,2
76525,1,0
377327,4,3
971435,2,0
105992,2,1
80674,2,0
2041545,3,1
18848210,7,6
6883161,3,1
220563,2,0
1993801,3,2
15197,5,0
38300,5,5
13619,8,2
12083233,2,2
192722,8,3
18624197,5,3
8957,7,1
9724798,6,5
197923,5,1
486319,3,1
935308,2,1
7872823,5,3
838126,1,0
1296444,7,7
22208238,7,3
6521868,6,1
23267873,1,0
8257810,5,3
124245,5,1
7675580,3,3
15768191,8,7
5938386,2,2
16111549,8,6
1174169,4,3
7261828,7,4
162921,3,3
2403360,8,5
23589119,2,2
7807446,3,0
496139,9,9
19025951,7,4
35156,4,3
866525,2,2
1689292,8,7
126081,5,5
21182,2,2
7043038,1,1
208159,2,1
28763485,2,2
6238460,5,5
579563,8,2
37638234,1,1
28747,8,4
144395,3,1
256598,1,0
9635098,1,0
1728551,7,6
17987085,5,3
6203318,3,2
23310175,6,5
18223628,7,7
8428139,1,0
23468,9,6
2787790,8,6
21412215,8,8
3284107,7,4
11210833,7,0
746936,2,2
7838364,9,5
18062640,4,1
16638274,1,1
10148340,7,6
44750,8,7
52609,2,2
88321,9,8
28664920,6,1
6294709,6,6
511263,5,1
43328,7,0
234335,1,0
25176,2,0
319405,6,3
20021,9,1
1030207,6,5
99208,2,2
65488,8,3
1422609,5,0
8660468,4,3
12739602,3,3
78082,9,9
1266297,1,0
17339738,7,5
12576078,4,1
6811221,5,2
244383,7,0
2878910,2,0
119264,6,4
7505716,8,8
49540,2,0
202061,8,3
25255576,4,1
386336,3,0
8764393,1,1
131624,4,0
123604,1,0
161887,4,0
304407,8,6
32510,7,6
777882,2,1
24611623,9,8
76976,5,0
7839024,8,2
341281,9,3
79766,8,6
351648,1,0
96123,1,0
762806,6,6
12591698,1,0
18146296,6,6
16100516,1,0
11464,7,5
345301,2,0
8248617,4,0
16322,9,1
36443315,8,5
143730,9,4
296576,3,1
173233,4,4
874762,2,1
275833,1,0
21406443,3,2
499252,8,7
1749940,1,0
330744,8,4
7948346,1,0
698079,4,2
3261275,3,0
22587955,1,0
12360678,3,3
15842441,1,1
65840,5,0
189369,2,2
10053157,8,6
880,3,1
77699,2,0
17368237,2,2
428520,2,1
92718,8,5
475037,4,0
7826116,2,1
822115,4,3
952687,7,0
6687247,6,1
348265,7,6
1384809,6,5
38723459,2,0
30008834,9,2
383666,3,2
833312,6,6
7841670,4,3
157055,1,0
11256293,3,1
25489429,6,2
78970,2,0
23361195,2,2
153224,5,4
944516,3,1
13563068,7,6
15771187,3,0
405724,6,6
39853536,9,3
6973772,3,2
8694389,8,0
17874367,4,3
17879095,1,0
179064,3,0
946001,2,0
383028,7,4
621184,3,0
126232,1,0
41184315,8,5
3220405,2,1
292367,1,1
4008,1,0
254351,3,3
397813,2,0
66553,5,5
680178,7,1
16790,8,0
10739,3,3
19391520,4,2
6484568,3,1
39402961,5,3
17900106,9,8
11324334,8,6
17348729,7,6
19824385,4,2
39097,3,0
2525855,1,0
13374,3,3
2690808,8,8
869609,2,0
20597658,5,3
114550,6,4
98413,7,2
625156,1,0
75579,9,4
267035,4,0
15723916,4,3
647954,2,0
7629,9,7
52670,2,0
209279,6,0
25657509,9,8
21794306,9,7
10080823,4,0
45169,8,4
6351887,4,1
43015,5,4
244100,1,0
7231,4,1
15988798,2,2
659002,3,0
357638,8,2
7292,8,0
7327100,3,0
146158,3,2
36260006,1,1
71847,1,0
6100797,6,3
194687,5,0
6054449,4,3
236974,7,0
165208,5,5
13562363,6,1
458034,8,4
67238,1,1
6503161,2,1
101715,1,1
104160,9,7
52350,3,1
24820700,3,0
241936,1,0
12414625,8,2
331708,9,7
530425,2,0
325779,2,2
12764606,4,0
40863452,8,5
24100,6,1
592806,7,2
25777957,4,4
46677,6,6
46987,4,1
1328721,2,0
1301,6,1
6358401,4,4
17341550,2,1
24152,4,1
80630,7,5
10955239,4,2
886229,7,0
1440362,4,0
61978,2,1
21060,8,3
126818,8,8
219740,1,1
17262236,7,7
5907,3,2
7060582,4,2
6002005,8,3
671719,3,0
156990,7,6
327847,6,6
3819326,3,2
30337,8,5
13590683,4,4
10852699,6,2
60075,5,3
47823,4,4
42883,6,0
114510,3,0
809248,1,1
6494601,1,0
81992,5,5
6613956,3,2
44236,2,1
12878300,8,3
266607,8,6
449573,7,6
13131108,3,1
10860071,6,3
6186357,4,2
37459167,5,2
129647,3,2
11858166,3,0
114496,9,4
494059,4,2
13698,2,2
22600,7,3
13615,9,8
842358,8,7
370799,4,2
5982448,8,0
32556,8,0
3805,5,5
30809786,1,1
747061,7,7
8026111,4,0
574027,4,4
6905534,6,4
7969452,7,0
20621114,4,1
93743,3,0
1717889,1,1
15746065,7,2
254520,1,0
42366189,1,0
264,8,3
49458,9,5
31538614,1,0
9415951,7,4
843989,9,3
41810,7,3
166912,8,3
5114,2,0
16029985,8,5
29243630,8,6
28600603,4,4
34051960,2,1
67,9,4
161000,1,0
295032,7,1
290389,4,0
3464,3,0
4992745,6,2
166982,5,3
28077464,4,0
7912007,2,0
122,1,0
9572372,8,3
347752,5,2
479415,3,1
2580855,8,0
18054175,1,1
14248,8,2
11532160,8,2
5552256,3,3
958851,7,0
6440071,3,1
807968,6,0
13066,8,6
310459,1,1
1007172,2,0
8171378,7,6
1223164,6,3
34879754,9,3
835638,1,0
1170470,5,0
8441754,7,6
103123,5,0
63033,9,4
2063563,4,0
904966,2,2
568592,6,1
1163880,1,0
388962,9,1
14426203,6,0
22357946,1,0
19395125,2,1
1013210,7,1
4213261,6,5
820273,8,7
47401,1,0
10684386,6,4
15852670,6,6
10407279,3,2
1966332,9,5
34885344,2,1
74455,9,4
394237,4,0
48760,3,2
15725485,6,6
28260564,4,0
35952941,9,9
24938699,2,2
23237685,8,5
1665656,4,0
11170428,4,4
179609,6,0
45420379,6,4
15752594,5,5
9042360,9,0
1950067,7,0
7700881,5,2
252783,1,1
230817,2,1
428042,6,6
5326,6,6
67724,8,3
18772075,8,5
1240131,9,2
207153,9,6
305440,2,0
10234747,8,5
10593913,9,9
6777616,9,5
6138530,5,0
402026,8,7
18693656,6,6
184794,2,1
30187,4,1
1240370,8,5
15726915,2,0
15718698,2,1
17201111,7,1
781110,3,1
33984056,5,5
11296523,2,0
3865030,2,0
2774428,3,1
2065091,5,4
408615,2,1
34851664,3,3
1031,8,1
327257,3,0
19314,4,3
11055130,9,6
4482960,1,1
25051,5,5
51179882,7,6
780889,9,0
278261,3,1
41210706,8,4
4701,6,4
15723025,7,2
10893175,8,3
3149089,1,1
21682,5,3
270537,4,3
15704567,2,1
4703259,1,1
5062,4,0
1798872,9,4
7092399,6,4
6525532,7,0
11590,6,2
21952189,6,3
9434882,8,1
7468160,9,7
62794,9,5
1199174,8,3
1898794,8,2
293981,5,1
2315892,3,3
72114,5,5
74023,3,3
734115,5,5
381602,4,2
975885,8,2
6590497,6,3
7993921,5,0
138680,1,1
146943,3,3
5478167,6,4
18623494,5,4
15577,8,8
212992,3,0
75493,3,3
9640383,9,8
21115,5,1
671724,3,0
22455541,3,3
128824,3,0
228296,3,2
6538,4,0
104608,2,0
12837646,1,0
35982,6,2
3407877,3,1
9567932,8,4
6454477,5,0
1048897,6,1
15761330,3,2
122482,4,4
8177852,9,4
1019742,1,1
16136176,6,2
18377974,6,3
13406425,3,3
882843,6,1
109715,8,1
238638,9,3
195211,3,3
17934399,9,1
8348904,5,5
34323570,2,1
696514,1,1
229432,7,1
9265891,8,0
8213686,3,3
1049070,8,6
40271,6,4
614884,3,2
240141,1,1
13083008,9,5
52318,9,0
2721318,6,4
6566558,5,2
65489,8,7
1058708,5,5
236357,3,0
2544797,8,3
28003,6,2
17829722,2,0
2314130,8,1
15608092,1,0
22012747,3,3
40929,9,6
25912332,2,0
98427,5,3
10815,1,0
765093,7,6
8276284,4,0
120526,8,3
62811,6,5
11594337,2,0
311840,6,0
75626,1,0
385,4,1
8673931,9,7
20388847,4,1
7217724,5,4
3950967,4,1
76844,1,0
77398,2,2
13017337,9,8
23019022,8,1
3430897,2,1
202197,9,2
289781,7,0
2136,4,1
80966,8,5
92625,6,3
2494990,9,9
161121,1,1
28953846,6,2
2731276,7,6
15793068,3,2
217248,7,0
13399046,6,0
6077869,7,1
23760197,6,4
22522202,1,0
15803757,5,5
33574161,6,6
5442108,6,6
11483834,5,5
19501672,8,5
45176456,9,4
18144105,2,0
42157,4,3
13027304,8,0
22360832,7,7
614467,8,8
24889,5,1
26480,3,2
13522,7,1
565335,7,1
22886110,3,3
108572,2,1
891814,3,1
11454587,4,2
13281637,5,5
332751,8,2
531989,9,4
16149498,6,5
307962,2,2
27071482,7,1
36086,2,0
29868610,1,1
82970,7,7
469959,5,2
13414963,7,4
7934326,3,3
2421744,9,6
420277,8,2
840610,3,2
123653,4,4
314926,3,1
15584,7,2
26192646,5,1
22571629,9,0
234934,8,6
7568452,1,1
539072,5,1
31157,5,5
356525,8,1
523761,9,1
39787527,8,6
33836972,4,4
537657,1,1
146108,1,1
135836,3,0
7998835,5,1
1658704,5,4
661210,8,5
30367813,2,0
2138601,5,5
123656,7,5
10139314,3,1
453835,8,3
89723,4,2
23245584,1,1
144285,2,1
13645069,5,2
8515574,8,2
9003854,2,0
114511,6,6
7865122,8,7
15937108,7,4
10471511,5,3
128752,8,4
71979,2,1
322006,6,1
7494,9,3
10342824,1,0
97963,5,3
18866743,3,2
748538,1,1
10805989,3,0
18773155,6,3
11021753,8,0
409637,3,2
855727,6,5
5454,3,2
999985,1,0
12681233,5,0
12680998,6,5
260578,7,3
86524,6,3
557211,1,0
722117,5,1
56759,5,5
193020,9,4
335015,2,2
17352874,9,6
1407711,4,1
16074843,3,0
3423435,2,2
1251032,3,0
2059987,9,7
8113297,6,4
685606,6,4
39280558,5,5
9792028,5,0
223428,6,5
10113974,2,1
13542560,9,8
10928584,6,3
768496,3,2
59664,1,1
7042951,3,3
29916072,9,0
18500148,5,0
97781,6,4
13402805,8,8
28425,7,3
31563982,6,0
11029892,3,2
7199828,2,0
1832894,4,2
8700172,3,2
271298,9,4
1839178,4,3
7519472,4,2
10097680,9,7
11572026,9,3
22303684,9,3
25573977,9,4
718804,2,2
17202502,7,3
6449208,8,5
11350120,2,2
252577,2,2
2294984,3,3
107105,1,0
3288140,8,6
7244114,6,6
164344,5,4
292049,6,3
560929,3,0
26857520,8,1
39030,9,6
23014767,6,4
7134467,3,2
34091026,5,1
69477,1,1
21031,2,0
715995,4,0
43702,3,3
142459,3,2
8130839,4,0
2694064,5,2
13202085,3,0
53498,4,4
60400,3,1
9864637,2,1
18285437,7,0
250113,2,0
749194,2,2
85957,1,0
8144743,8,8
17673620,7,5
104392,1,1
3980,4,4
169004,2,2
11709021,1,1
32708664,9,4
1713912,1,0
3342493,8,5
6875251,2,0
22129925,5,4
35858192,1,0
443845,2,1
15820642,5,5
20958632,1,1
17285989,2,0
23236763,2,2
6471550,4,2
768952,4,3
6596697,3,1
78249,6,4
23200514,1,0
41714333,2,2
150253,3,2
356321,5,3
12888602,6,5
4329619,6,1
57042,3,3
30223025,9,6
7144235,4,4
50750,9,0
17187773,2,1
1507006,2,0
2213336,1,0
22611804,9,4
18335162,4,0
15052,4,3
147908,5,5
44179,3,0
3398,9,1
18114060,1,1
558657,2,1
7938749,4,0
46945,9,6
31184479,8,2
9680718,6,5
15761358,3,3
10822857,8,8
138074,2,2
22571699,3,0
809294,6,4
3268926,7,0
766955,7,6
17621103,4,4
911868,9,3
359638,4,0
22543699,7,1
515057,2,0
36218967,6,5
291920,2,0
15791144,8,7
61179,2,2
462883,9,5
4315013,3,1
35026395,8,8
9662386,6,1
17309862,5,1
6661120,9,3
173325,1,0
167302,2,0
214579,6,1
820394,8,5
131179,2,1
6934395,7,7
5360,5,3
6517357,8,2
156867,5,2
668638,8,0
30762492,4,1
985386,9,8
20645098,7,5
38169,5,3
59715,7,1
6938085,4,3
744401,2,0
1557370,8,7
20761374,6,5
17378508,3,0
17675031,1,1
97001,8,1
12257347,2,0
12662207,7,4
7315153,8,2
165405,9,7
60748,2,2
3474186,2,2
8450235,3,3
1285413,7,3
13506171,7,2
19490,2,0
34322019,3,2
1553928,2,2
688976,6,3
20518786,4,1
15100,6,5
4264,4,3
6740756,7,4
293045,2,0
1168534,4,0
2270,7,4
7972098,8,2
176896,5,0
345474,5,4
1134023,7,4
1168440,6,1
9239571,8,0
239595,7,7
7263818,8,3
876732,9,7
1938528,5,2
1152410,3,0
77097,8,5
20749,2,2
1145570,2,2
13450545,5,3
126503,8,1
609731,8,4
13447981,4,1
226440,3,2
11455485,1,0
91201,2,2
85222,1,1
106888,2,2
99461,8,2
7241962,1,1
12872186,3,1
42279595,7,0
10561549,6,6
39739223,3,2
6878545,5,2
42641,2,2
3216451,2,2
22718736,9,8
265416,8,7
1299908,8,7
6488554,4,4
8719258,5,5
409583,8,3
16072999,8,6
616694,9,4
6600807,5,5
425100,9,2
873890,6,3
8576171,9,3
25807,9,7
23249649,1,1
27298,1,1
1703611,7,2
23349901,2,0
19604937,7,1
12959086,8,6
7012297,6,5
12360719,7,1
214091,8,2
15814383,8,2
6449596,1,0
18077769,1,0
13157446,3,2
6375845,9,1
2678,5,0
50731987,3,0
736116,8,3
16002669,7,3
467705,3,0
13586743,5,0
14062069,7,0
10165761,8,7
743812,2,1
650201,8,3
10048834,9,5
476017,9,0
8811892,8,2
35080212,8,4
17252895,9,6
35619967,3,2
16884,9,8
2412176,1,1
331920,7,1
60349,5,1
138453,8,3
44784,7,2
16948,6,6
8483904,5,5
13416093,6,1
6477793,1,0
11138230,1,0
23783832,1,0
30238163,3,0
879216,6,4
15529565,6,3
9583237,1,0
17383994,6,4
2367495,7,5
2439931,2,2
8462184,7,7
36315,6,0
10791807,6,6
36809135,7,4
2589061,6,1
153482,1,0
508225,4,1
23848461,4,3
16685,4,0
5500109,5,4
12009604,2,1
280412,2,2
250027,5,3
18210684,2,2
13222282,6,1
10799498,3,3
1862692,1,0
2187393,9,1
93180,6,1
18751827,1,0
174160,8,6
13584236,7,2
30230,9,2
12069434,7,6
11333985,5,5
34811,1,0
35365,8,8
484094,1,0
15862108,6,4
148905,7,3
155659,7,7
41667,6,0
12678461,2,1
46144864,8,1
39031,2,2
18079804,4,1
512644,6,0
66504,8,7
23432706,9,8
6287951,6,2
11983940,3,2
566082,5,5
306608,6,4
17383125,7,3
12578305,4,4
59836,8,0
13547188,2,0
8797,9,7
15519,4,2
2025150,5,5
25077593,5,3
372807,1,0
18273727,5,4
18336296,7,1
15704307,4,0
989140,2,0
13572813,2,0
84369,6,3
1099757,5,0
17206,2,2
3992020,9,4
8939770,8,4
227711,7,6
301438,4,1
159767,6,2
296302,2,1
68218,5,2
5231173,9,4
29237211,5,0
7202829,7,7
188897,9,7
7605246,6,0
21412246,4,0
7794447,7,5
17586475,7,3
57901,5,2
933549,9,5
87747,8,8
3980838,9,8
975953,3,1
225297,1,0
41423,9,4
18384116,3,0
365672,8,1
24768,4,4
2319370,8,0
17372057,5,5
11799123,9,8
1153501,7,2
135104,1,0
43255,9,8
3845819,4,2
18194121,6,0
9969857,8,2
157526,3,2
22573856,4,3
2332154,3,3
29999,5,4
181440,7,2
12546674,7,5
217008,6,4
566574,2,1
21841630,4,2
1108884,7,3
34348320,5,3
18718218,5,0
6493321,3,2
9975679,5,3
10118172,4,2
8152618,7,1
351023,4,2
78218,2,0
57658,3,1
181886,4,0
17726978,1,1
10305247,4,0
15754017,5,3
543061,8,6
31196,8,6
275474,9,7
25746613,7,0
118345,7,6
13542909,1,0
36127488,4,1
297909,3,0
1951714,5,0
932634,3,0
17286807,1,1
1263626,5,5
17289947,5,0
18685287,9,1
2801577,3,2
22741361,1,1
52380,8,3
382549,1,0
21686,1,0
990495,2,1
82531,6,1
1163472,5,5
476575,2,0
15808767,7,3
149610,6,2
8230409,2,2
18576,7,0
53524,3,1
7493619,4,3
5271066,2,1
218463,9,9
30010,2,0
12483882,9,7
34451,9,0
2124649,5,1
162612,8,7
46612,2,2
242800,4,1
239745,2,0
8122734,6,3
107774,6,0
732562,7,2
7125335,4,0
105638,7,0
7252256,4,2
904896,3,2
619873,2,2
497819,3,1
49813776,4,0
21936661,5,3
13531845,8,2
137791,7,1
1913655,5,3
213653,1,0
206955,8,4
1078408,9,7
550165,6,5
68260,2,1
10353369,6,1
18465496,9,4
247982,7,6
93258,8,8
6565080,4,2
13363788,5,3
10262157,3,1
6584188,6,1
1333320,8,5
6562748,6,6
6938271,5,2
8716,1,0
329957,1,1
65686,1,1
40180098,4,1
92559,5,4
20948114,9,9
485025,7,0
54364,5,2
32075842,6,5
64631,2,0
835,9,6
2447010,4,3
498428,8,1
6397405,7,2
297514,1,0
7739934,7,7
543339,5,1
3450744,5,5
27083865,2,2
1842,4,0
25365,5,4
113002,4,2
70539,3,3
16115,8,8
199781,6,6
13024589,7,0
823,1,0
34299,5,2
19916,2,2
92377,8,5
3762,8,0
225092,7,1
7453538,6,4
590461,7,6
3000014,2,2
31721,3,2
1362,5,2
6049239,9,5
766805,2,1
6581334,6,2
199635,7,7
414402,9,8
48741,6,6
2589417,8,1
18404310,1,1
2061279,1,1
7105495,3,2
744224,8,2
3026017,3,0
125545,1,1
25589,7,4
8182682,4,0
339026,5,5
432,6,2
20613761,2,0
1008649,2,1
10313480,3,2
186749,4,3
52823,9,7
27242000,3,2
73070,7,0
18079527,6,4
522888,8,2
1140987,8,0
79548,3,0
30068,5,5
847534,3,3
6240,6,5
348537,5,3
48623,4,2
181087,2,2
2220416,7,3
13521501,6,0
298230,3,0
30533129,7,1
6526143,7,3
867623,4,2
48577242,1,0
57913,1,1
958029,9,0
12901365,4,2
458479,2,2
22709310,8,8
66089,4,0
12408471,5,3
347577,3,3
41962,1,0
296125,7,1
17325147,7,4
1832906,5,2
48562,3,3
17860199,2,1
22892956,6,2
1292495,3,2
20580333,2,0
5497945,1,0
11003,9,0
42382,7,0
7507905,8,4
10579211,8,0
490667,2,0
7719324,4,2
414295,4,3
25793458,4,2
69930,5,2
12191366,5,2
3534884,8,7
7733054,7,6
698034,3,1
43323,7,4
4288998,4,4
8951,4,3
153806,5,2
1544565,4,1
7740772,7,5
519048,3,3
92084,7,0
7336903,3,2
282282,1,0
29396738,5,2
798148,5,3
152052,4,3
817378,8,2
9476292,4,2
21793182,6,3
256397,8,6
6599093,2,0
2591485,1,0
17437203,8,3
15817326,3,0
6578830,6,5
769080,7,7
67933,4,4
65716,7,5
1087173,7,1
1244267,5,0
